#This file maps hg38's rsem gene IDs to gene symbols
#Nir + Michael (Header), March 2015
#Gene RSEM ID	Gene Sybmol	Nir Type
gene33560	ABCA9	1
gene34676	LOC101928602	2
gene13704	LOC100132354	2
gene35950	LOC100379224	2
gene25670	RPL29P26	1
gene11752	LOC100130316	1
gene21554	CYP17A1	1
gene29527	SCG3	1
gene7249	LIMD1-AS1	2
gene8715	LINC00888	2
gene3157	DDX59	1
gene10686	C5orf55	1
gene25798	RIC8B	1
gene24835	LOC102724629	2
gene32072	MIR4520A	2
gene5925	SP3	1
gene37174	C20orf203	1
gene39446	PIR-FIGF	2
gene31701	MIR3182	2
gene38137	DSCR9	2
gene36952	FLRT3	1
gene11747	LOC102723557	2
gene20890	LINC00843	1
gene36669	ZNF772	1
gene9733	LOC101928864	2
gene11965	VTRNA1-1	1
gene9662	ADAMTS3	1
gene14346	SSXP10	1
gene4627	VPS54	1
gene18990	DCAF10	1
gene17424	MIR4287	2
gene15132	RPS2P32	1
gene24425	PEX5	1
gene44528	LENG1_variant1	1
gene46064	LENG1_variant2	1
gene44937	LENG1_variant3	1
gene43138	LENG1_variant4	1
gene36507	LENG1_variant5	1
gene45618	LENG1_variant6	1
gene44030	LENG1_variant7	1
gene45963	LENG1_variant8	1
gene45265	LENG1_variant9	1
gene46022	LENG1_variant10	1
gene30051	LOC102724056	2
gene29976	KIAA1024	1
gene27913	LOC102723670	2
gene36490	MIR373	2
gene29567	CD24P2	1
gene379	LOC101060085	1
gene18944	SPAG8	1
gene7882	GUCA1C	1
gene16566	C7orf73	1
gene23378	LOC102724346	2
gene11707	LOX	1
gene36593	FIZ1	1
gene40252	LOC101928128	2
gene8376	FLJ30375	3
gene6321	UNC80	1
gene23964	BUD13	1
gene18233	RAD21-AS1	2
gene5798	LOC101929512	2
gene21601	LOC102724418	2
gene9974	PPA2	1
gene339	CASP9	1
gene38768	LOC100652901	1
gene29911	MIR4313	2
gene35769	EID2	1
gene40451	RIPPLY1	1
gene20340	AKR1C1	1
gene17532	BAG4	1
gene21060	PALD1	1
gene45932	BRD2_variant1	1
gene44909	BRD2_variant2	1
gene43774	BRD2_variant3	1
gene13444	BRD2_variant4	1
gene45574	BRD2_variant5	1
gene45223	BRD2_variant6	1
gene44477	BRD2_variant7	1
gene30531	IL32	1
gene16765	HINT1P1	1
gene3067	gene3067	3
gene26437	SLC7A1	1
gene16929	AGAP3	1
gene12820	KAAG1	1
gene7035	RBMS3-AS3	2
gene20640	LOC101929352	2
gene209	SPSB1	1
gene33757	USP36	1
gene30634	TMEM186	1
gene1753	KCNC4-AS1	2
gene30047	FABP5P8	1
gene1838	OLFML3	1
gene32830	MIR6779	2
gene33191	gene33191	3
gene9433	ATP10D	1
gene24348	GALNT8	1
gene27985	PRKCH	1
gene19947	STXBP1	1
gene26400	USP12	1
gene27488	TRAJ24	3
gene20567	LINC00836	2
gene31803	FLJ40448	3
gene34206	WBP11P1	1
gene2873	METTL13	1
gene14990	LOC101060280	1
gene13377	LSM2_variant1	1
gene44418	LSM2_variant2	1
gene42022	LSM2_variant3	1
gene43710	LSM2_variant4	1
gene45515	LSM2_variant5	1
gene45167	LSM2_variant6	1
gene20764	HNRNPA3P1	1
gene17551	ADAM3A	1
gene24670	MIR3974	2
gene2307	HMGN3P1	1
gene26490	LOC102723406	2
gene19290	C9orf40	1
gene20266	PNPLA7	1
gene6363	XRCC5	1
gene45462	POU5F1_variant1	1
gene43650	POU5F1_variant2	1
gene13317	POU5F1_variant3	1
gene45117	POU5F1_variant4	1
gene44368	POU5F1_variant5	1
gene45812	POU5F1_variant6	1
gene44812	POU5F1_variant7	1
gene4648	RAB1A	1
gene10422	FABP5P12	1
gene27596	MDP1	1
gene12554	TRNAV6	3
gene6465	INHA	1
gene30373	WDR90	1
gene4187	SF3B14	1
gene31035	STX1B	1
gene40087	SNX12	1
gene3801	KMO	1
gene38151	LINC00114	2
gene4031	gene4031	3
gene24746	LOC101928554	2
gene39430	RAB9A	1
gene31146	LOC101059926	1
gene10847	LOC102723526	2
gene1279	UBE2U	1
gene9949	NFKB1	1
gene36234	VRK3	1
gene37787	LOC101059907	1
gene37959	LOC101928011	2
gene3694	TSNAX-DISC1	2
gene33695	UBALD2	1
gene20299	TUBB8	1
gene18748	IFNA6	1
gene6532	SPHKAP	1
gene29425	MFAP1	1
gene35307	GDF1	1
gene2632	NHLH1	1
gene19584	TDRD7	1
gene30449	RNF151	1
gene32146	WRAP53	1
gene16368	KCND2	1
gene38532	LOC101060025	1
gene15532	FKBP9L	1
gene2040	LOC102724255	2
gene14764	IGF2R	1
gene35616	SBSN	1
gene4243	AGBL5	1
gene703	LOC400748	3
gene17170	LINC00599	2
gene20251	C9orf169	1
gene31058	TGFB1I1	1
gene16313	RPL7AP42	1
gene993	C1orf228	1
gene18367	RPL21P78	1
gene7007	TOP2B	1
gene32044	LOC101928000	2
gene15151	NPVF	1
gene10462	TMEM192	1
gene37509	RNF114	1
gene34424	LOC100130938	2
gene14403	RSPO3	1
gene10755	LOC102724943	2
gene6160	C2orf47	1
gene34997	CCDC159	1
gene38469	TSSK2	1
gene18545	ZNF252P	1
gene21961	TSPAN4	1
gene19659	LOC101928523	2
gene6566	ZBTB8OSP2	1
gene36159	NTF6G	1
gene19699	LOC644661	1
gene10167	TECRP2	1
gene33869	LOC102723806	2
gene36184	DKKL1	1
gene4467	EPAS1	1
gene25937	LOC101928199	2
gene23923	gene23923	3
gene34947	SNORD105B	2
gene2208	HIST2H2AB	1
gene25040	TMPRSS12	1
gene7196	CYP8B1	1
gene19760	HSDL2	1
gene18290	WDYHV1	1
gene43255	APOBEC3A_B	1
gene34748	SEMA6B	1
gene14355	LOC101927959	2
gene1027	AKR1A1	1
gene15282	LOC102724723	2
gene40479	NXT2	1
gene360	HSPB7	1
gene2253	MLLT11	1
gene13839	CLNS1AP1	1
gene1662	OLFM3	1
gene19615	SEC61B	1
gene3449	RRP15	1
gene31969	OR3A2	1
gene34896	OR7G1	1
gene28148	RBM25	1
gene22860	OR5AK4P	1
gene9668	LOC102724832	2
gene34608	POLR2E	1
gene20687	RPL7P37	1
gene17499	RPL10AP3	1
gene28017	ZBTB25	1
gene35805	SPTBN4	1
gene17115	FAM90A21P_variant1	1
gene42255	FAM90A21P_variant2	1
gene27860	LOC102723604	2
gene12255	gene12255	3
gene1741	GSTM2	1
gene18220	gene18220	3
gene22407	IGSF22	1
gene8386	UBQLN4P1	1
gene24779	ERGIC2	1
gene19435	LOC102724237	1
gene16888	ATP6V0E2	1
gene9054	HGFAC	1
gene13027	TRNAT13	3
gene15781	AUTS2	1
gene14119	BACH2	1
gene32761	RPS2P50_variant1	1
gene42935	RPS2P50_variant2	1
gene19684	FSD1L	1
gene7735	LOC101930420	1
gene34058	LOC102724634	2
gene12133	PPARGC1B	1
gene14178	LOC101927388	2
gene7373	RNF123	1
gene42341	IMPDH1P5_variant1	1
gene21164	IMPDH1P5_variant2	1
gene30804	ZP2	1
gene10514	LOC101930370	2
gene28223	LOC102724170	1
gene30382	CCDC78	1
gene37797	LOC102723451	1
gene36886	MCM8	1
gene13847	BMP5	1
gene4213	LOC101929293	1
gene11763	KDELC1P1	1
gene27994	SYT16	1
gene5004	LOC102724839	2
gene5270	C2orf40	1
gene30501	SRRM2	1
gene2350	PRR9	1
gene34202	MEP1B	1
gene23979	PCSK7	1
gene38524	LOC100996538	1
gene121	gene121	3
gene44878	PBX2_variant1	1
gene45900	PBX2_variant2	1
gene45547	PBX2_variant3	1
gene45197	PBX2_variant4	1
gene42043	PBX2_variant5	1
gene13415	PBX2_variant6	1
gene43743	PBX2_variant7	1
gene20858	CTGLF12P	1
gene26826	LOC101927072	2
gene38236	SIK1	1
gene14569	MIR3668	2
gene14989	LOC102723953	2
gene24708	KCNJ8	1
gene19546	ERCC6L2	5
gene12148	TCOF1	1
gene20211	CCDC183-AS1	2
gene31549	SF3B3	1
gene31314	NUDT21	1
gene25094	KRT73-AS1	2
gene19384	LOC102724080	2
gene288	LOC441870	1
gene36911	LOC101929371	2
gene16511	MIR29A	2
gene24287	ERC1	1
gene25440	LOC100509370	1
gene10561	gene10561	3
gene27981	TRMT5	1
gene17544	HTRA4	1
gene1218	LOC101929757	2
gene6974	KAT2B	1
gene21558	C10orf32	1
gene39381	VCX2	1
gene41635	LOC102723822	1
gene14283	RPSAP45	1
gene36039	gene36039	3
gene16176	LOC102724094	2
gene31441	TRADD	1
gene42887	SCARF1_variant1	1
gene31918	SCARF1_variant2	1
gene808	AGO3	1
gene20512	MIR4675	2
gene17182	LOC102723313	2
gene46019	gene46019	3
gene4604	B3GNT2	1
gene39587	MAGEB2	1
gene18913	FANCG	1
gene37468	EYA2	1
gene24588	BCL2L14	1
gene19425	S1PR3	1
gene25791	CKAP4	1
gene27553	EFS	1
gene33243	ZNF652	1
gene4659	MEIS1-AS3	2
gene18793	MOB3B	1
gene24103	SCN3B	1
gene42820	LOC102724993	1
gene30529	LOC101929668	1
gene26099	MIR5188	2
gene12384	DRD1	1
gene21779	OAT	1
gene17229	DEFB130	1
gene16892	ACTR3C	1
gene13773	gene13773	3
gene12428	PFN3	1
gene14158	gene14158	3
gene5826	COBLL1	1
gene26549	LINC00332	2
gene9579	LOC550113	2
gene23583	PRCP	1
gene40801	LOC102723737	1
gene20210	CCDC183	1
gene16071	TMEM130	1
gene12098	SPINK1	1
gene12354	LOC285591	1
gene34588	LOC101928450	2
gene28368	NDUFB1	1
gene28586	DIO3	1
gene27207	MIR548AR	2
gene3448	gene3448	3
gene33170	MYL4	1
gene17277	MICU3	1
gene12853	SLC17A1	1
gene11540	RGMB	1
gene3660	TAF5L	1
gene43238	GSTTP1_variant1	1
gene38735	GSTTP1_variant2	1
gene697	gene697	3
gene25563	CCDC59	1
gene10204	EEF1GP8	1
gene27594	CHMP4A	1
gene7250	TRNAR11	3
gene3544	DNAH14	1
gene12680	EEF1E1-BLOC1S5	2
gene18398	COL22A1	1
gene9109	TBC1D14	1
gene32640	MIR4724	2
gene24141	OR8B2	1
gene4532	C2orf73	1
gene30476	MIR3677	2
gene24766	MRPS35	1
gene29708	CILP	1
gene7916	BTLA	1
gene21186	LOC101929506	2
gene36992	SEC23B	1
gene32013	RPS12P29	1
gene16320	gene16320	3
gene4714	TIA1	1
gene19463	SPTLC1	1
gene40964	HMGB3	1
gene6057	LOC102724367	2
gene32974	LEPREL4	1
gene4494	LOC100506235	2
gene35310	HOMER3	1
gene6919	gene6919	3
gene21910	ODF3	1
gene31776	KLHDC4	1
gene22269	TMEM9B-AS1	2
gene43876	MIR4509-2_variant1	2
gene42755	MIR4509-2_variant2	2
gene29134	MIR4509-2_variant3	2
gene27924	EXOC5	1
gene42578	IGHD6-6_variant1	1
gene28726	IGHD6-6_variant2	1
gene36347	FPR3	1
gene12926	TRNAV21	3
gene8442	AADACL2_variant1	1
gene41775	AADACL2_variant2	1
gene24695	SLCO1B3	1
gene19511	PTPDC1	1
gene26130	gene26130	3
gene4682	PLEK	1
gene31910	TUSC5_variant1	1
gene42883	TUSC5_variant2	1
gene648	GPR3	1
gene29666	RAB8B	1
gene35756	MED29	1
gene11476	LUCAT1	2
gene4448	RPL12P19	1
gene2897	PRDX6	1
gene18590	LOC101929330	2
gene19155	LOC101929518	2
gene6485	FARSB	1
gene39239	MIR4535	2
gene33446	MARCH10	1
gene1896	LOC401959	1
gene22467	BDNF-AS	2
gene21029	VPS26A	1
gene30264	LYSMD4	1
gene36888	CRLS1	1
gene41204	TTTY12	2
gene6113	HNRNPA1P47	1
gene5116	TRIM43B	1
gene14192	RPL35P3	1
gene27358	RPGRIP1	1
gene37445	NEURL2	1
gene21765	LOC399815	1
gene1371	DLSTP1	1
gene6668	UBE2F	1
gene8987	ATP5I	1
gene42986	KRT39_variant1	1
gene32908	KRT39_variant2	1
gene15289	gene15289	3
gene16954	CCT8L1P	1
gene32902	KRT28	1
gene32719	RASL10B	1
gene40379	ARMCX5	1
gene16345	CAPZA2	1
gene18750	IFNA2	1
gene26555	MIR320D1	2
gene33866	TEX19	1
gene29741	SNORD18A	2
gene20125	LOC101928109	2
gene39234	LINC00898	2
gene27492	TRAJ20	3
gene46118	RNR2	1
gene21134	LOC102723439	2
gene42214	TRPV6_variant1	1
gene16751	TRPV6_variant2	1
gene31780	MIR6775	2
gene43951	LOC101928042_variant1	2
gene29223	LOC101928042_variant2	2
gene148	gene148	3
gene19096	SPATA31A5	1
gene33620	RAB37	1
gene40544	LOC728825	1
gene27825	MIR6076	2
gene39439	MOSPD2	1
gene29115	LINC00929	2
gene22471	BDNF	1
gene40226	CHMP1B2P	2
gene28938	LOC102724971	1
gene11080	HSPB3	1
gene33002	HSD17B1P1	1
gene3598	LOC729033	1
gene33048	LOC101926902	2
gene23290	RBM4	1
gene40535	RBMXL3	1
gene11474	LOC102724662	2
gene25260	NABP2	1
gene18267	HAS2-AS1	2
gene15039	SCIN	1
gene34824	LOC729458	1
gene35271	LOC440514	1
gene12930	TRNAP13	3
gene2141	LOC101929325	2
gene17226	FAM86B1	1
gene11309	LOC101929082	2
gene34322	MYO5B	1
gene10778	SNHG18	2
gene4497	LOC102724008	2
gene42268	gene42268	3
gene31757	MTHFSD	1
gene10160	COILP2	1
gene15404	POLM	1
gene18634	UHRF2	1
gene8992	CPLX1	1
gene1584	LINC01057	2
gene16188	ZNHIT1	1
gene6081	ANKAR	1
gene21326	gene21326	3
gene38041	C21orf119	2
gene33195	COPZ2	1
gene28447	LOC101929241	2
gene23898	HSPB2-C11orf52	2
gene35655	POLR2I	1
gene891	TMCO2	1
gene245	ANGPTL7	1
gene429	gene429	3
gene42257	FAM90A23P_variant1	1
gene17117	FAM90A23P_variant2	1
gene2726	MIR556	2
gene26600	CCDC122	1
gene36037	TGIF1P1	1
gene22501	LOC100506675	2
gene26259	TUBA3C	1
gene2474	SCARNA4	1
gene12919	LOC285819	2
gene200	ENO1-AS1	2
gene23851	NPAT	1
gene36662	ZNF547	1
gene23170	RASGRP2	1
gene14434	SMLR1	1
gene37055	CSTL1	1
gene3326	PIGR	1
gene6253	NRP2	1
gene26770	PRR20C	1
gene24495	LINC00987	2
gene16463	FLNC	1
gene9829	LOC100506746	2
gene607	AIM1L	1
gene20959	ARID5B	1
gene5421	DPP10-AS1	2
gene12088	GPR151	1
gene39456	ZRSR2	1
gene8213	TRNAC14	3
gene12297	TENM2	1
gene27564	LOC102724814	2
gene4353	MIR548AD	2
gene25162	MIR615	2
gene36586	ISOC2	1
gene16362	LOC101929527	1
gene36337	SIGLEC14	1
gene30712	MIR3179-1_variant1	2
gene42831	MIR3179-1_variant2	2
gene38766	IGLL3P	1
gene11827	HSPA4	1
gene33388	DHX40	1
gene24210	gene24210	3
gene19334	LOC101060099	1
gene22710	LOC440040	1
gene18860	TRBV26OR9-2	4
gene31831	LOC102724709	1
gene8534	IFT80	1
gene40117	RGAG4	1
gene26617	GPALPP1	1
gene28910	MIR3118-4	2
gene1978	LOC100996735	2
gene25129	C12orf10	1
gene25256	MYL6	1
gene39121	NAGA	1
gene10181	HSPA4L	1
gene38624	IGLVI-42	4
gene297	LOC101929983	1
gene42103	POMZP3_variant1	1
gene15890	POMZP3_variant2	1
gene35023	ZNF441	1
gene9927	MTTP	1
gene4199	CENPO	1
gene39783	SSX9	1
gene10194	LOC102724309	2
gene7039	LOC100505992	1
gene4464	RPL26P15	1
gene29959	CHRNB4	1
gene39681	NYX	1
gene5390	IL36B	1
gene32354	TOM1L2	1
gene34306	DYM	1
gene10302	LINC01095	2
gene25490	RAB21	1
gene1923	HSD3BP4	1
gene43937	LOC102725022	1
gene40432	ZCCHC18	1
gene31344	CPNE2	1
gene5228	RPS6P3	1
gene26638	CPB2	1
gene8755	LOC100505710	1
gene2750	gene2750	3
gene10661	DUX2	1
gene22877	RPS4XP13	1
gene3278	RPL17P8	1
gene19647	RNF20	1
gene4288	LOC100505736	2
gene3138	NEK7	1
gene3715	RPL9P10	1
gene19646	TMEM246	1
gene14407	YWHAZP4	1
gene10626	F11	1
gene21919	ATHL1	1
gene5034	IGKV1D-37	4
gene5362	LOC100130388	1
gene30921	ATP2A1	1
gene16967	PAXIP1	1
gene16602	ZC3HAV1	1
gene27927	C14orf105	1
gene30887	FLJ21408	2
gene7954	ZNF80	1
gene40895	TMEM257	1
gene17541	RNF5P1	1
gene6608	C2orf82	1
gene40635	MRRFP1	1
gene3620	HIST3H2A	1
gene15962	STEAP4	1
gene23940	HTR3B	1
gene30185	FES	1
gene21102	DNAJC9-AS1	2
gene39821	CCDC120	1
gene9367	UGDH-AS1	2
gene25198	OR6C74	1
gene43943	DEPDC1P1_variant1	1
gene29205	DEPDC1P1_variant2	1
gene271	MIIP	1
gene35510	LOC101927232	3
gene8736	AP2M1	1
gene39533	CXorf58	1
gene32842	STAC2	1
gene39730	SLC9A7	1
gene7948	KIAA1407	1
gene8453	P2RY1	1
gene37608	VAPB	1
gene42545	IGHM_variant1	4
gene28693	IGHM_variant2	4
gene25781	KRT18P20	1
gene2237	CTSS	1
gene37043	gene37043	3
gene17572	MIR486-2	2
gene21416	TLL2	1
gene28328	LOC102723683	1
gene40739	MIR19B2	2
gene43910	DKFZP434L187_variant1	2
gene29172	DKFZP434L187_variant2	2
gene7653	LOC101927249	2
gene33637	TRNAR8	3
gene23386	ANO1	1
gene37742	PRPF6	1
gene38759	SGSM1	1
gene118	LOC115110_variant1	2
gene41649	LOC115110_variant2	2
gene9048	HTT-AS	2
gene43898	LOC101927519_variant1	1
gene29160	LOC101927519_variant2	1
gene33160	RNU6ATAC3P	1
gene36689	ZNF587B	1
gene43042	MAPT-AS1_variant1	2
gene33138	MAPT-AS1_variant2	2
gene43999	MAPT-AS1_variant3	2
gene30316	LOC100507569	1
gene17155	CLDN23	1
gene23916	PLET1	1
gene1943	LOC102724372	2
gene30183	BLM	1
gene31568	CHST4	1
gene31699	gene31699	3
gene40502	EIF4BP7	1
gene27571	LOC102724845	2
gene23699	LOC729466	1
gene26584	VWA8-AS1	2
gene1539	KIAA1107	1
gene3522	LOC101060626	1
gene28982	LOC729900	1
gene31979	ASPA	1
gene35306	CERS1	1
gene39825	MAGIX	1
gene29355	ITPKA	1
gene34190	B4GALT6	1
gene19390	LOC494127	1
gene34957	ZGLP1	1
gene33863	CD7	1
gene37157	XKR7	1
gene5802	LOC100506055	1
gene37254	FER1L4	1
gene3465	EPRS	1
gene15123	KLHL7-AS1	2
gene42111	KIAA1147_variant1	1
gene16641	KIAA1147_variant2	1
gene27310	TRNAP1	3
gene39898	XAGE2	1
gene40726	HS6ST2	1
gene8240	RAB6B	1
gene8952	MIR922	2
gene22551	RPL12P31	1
gene43111	PCGF7P_variant1	1
gene35422	PCGF7P_variant2	1
gene22993	MS4A5	1
gene30789	PDILT	1
gene842	ACTN4P2	1
gene26027	MIR7107	2
gene5916	MLK7-AS1	2
gene32415	LOC388436	3
gene14598	STX11	1
gene16621	TBXAS1	1
gene31443	HSF4	1
gene46130	COX1	1
gene37877	USP25	1
gene3871	ZNF124	1
gene7367	NICN1	1
gene5839	LOC100506124	2
gene36126	CYTH2	1
gene18770	DMRTA1	1
gene22357	PLEKHA7	1
gene33374	RAD51C	1
gene42612	IGHV3-19_variant1	4
gene28760	IGHV3-19_variant2	4
gene33291	MIR8059	2
gene40463	PRPS1	1
gene15216	LOC646762	2
gene4141	TTC32	1
gene39016	LOC400927	1
gene18515	MIR939	2
gene21435	FRAT2	1
gene22042	TRPC2	1
gene1365	LHX8	1
gene3371	DIEXF	1
gene30971	HIRIP3	1
gene41731	LOC102724983	2
gene29730	SCARNA14	1
gene41020	LOC100131652	1
gene14193	LOC100130683	1
gene4391	GALM	1
gene20867	WDFY4	1
gene26409	MTIF3	1
gene37748	OPRL1_variant1	1
gene43185	OPRL1_variant2	1
gene14730	TULP4	1
gene16926	SLC4A2	1
gene22722	OR4C12	1
gene19049	PGM5P2	1
gene31649	MIR4719	2
gene20369	PFKFB3	1
gene31791	LOC102724588	2
gene31374	LOC100125393	1
gene35352	LOC101928960	1
gene15316	SFRP4	1
gene8382	AGTR1	1
gene12313	MIR585	2
gene7464	PPP2R5CP	1
gene2506	HAPLN2	1
gene18924	FAM166B	1
gene35245	DDA1	1
gene11597	MAN2A1	1
gene24039	ABCG4	1
gene5711	RND3	1
gene38099	LOC100506403	2
gene8834	IL1RAP	1
gene25839	FOXN4	1
gene20365	LOC102723642	2
gene20249	NDOR1	1
gene29161	TJP1_variant1	1
gene43899	TJP1_variant2	1
gene20089	RALGDS	1
gene6515	LOC102723537	2
gene37355	PTPRT	1
gene20873	FAM170B	1
gene13093	ZKSCAN4	1
gene8422	LOC101928061	2
gene22197	CCKBR	1
gene18033	RBM12B	1
gene5001	IGKV2-18	4
gene12115	ADRB2	1
gene15209	LOC644086	3
gene25333	MIR6759	2
gene24993	gene24993	3
gene21987	CTSD	1
gene30669	LOC400499	1
gene4439	PLEKHH2	1
gene7398	SEMA3B	1
gene24164	LOC101929340	2
gene20158	LOC102723971	2
gene28646	ADSSL1	1
gene15373	GLI3	1
gene14546	MARCKSL1P2	1
gene5481	ERCC3	5
gene9450	OCIAD1	1
gene25422	MIR6502	2
gene765	AK2	1
gene16612	TRNAR27	3
gene21782	LHPP	1
gene31188	LOC101929923	1
gene39661	BCOR	1
gene7742	NSUN3	1
gene36080	MEIS3	1
gene31926	SERPINF2_variant1	1
gene42895	SERPINF2_variant2	1
gene26494	LINC00457	2
gene37844	MIR8069	2
gene5326	LINC01123	2
gene32828	TRNAC7	3
gene26211	gene26211	3
gene30070	LOC102724117	1
gene16306	RPL3P8	1
gene38432	LOC102723783	1
gene39315	LOC102724886	1
gene38030	LOC102724449	2
gene13950	MIR4282	2
gene34092	gene34092	3
gene16418	RPL31P39	1
gene9910	NDUFS5P4	1
gene30976	ALDOA	1
gene35839	EXOSC5	1
gene25611	LINC00615	2
gene7958	ZBTB20-AS1	2
gene175	THAP3	1
gene32459	CDRT15L2	1
gene13393	SKIV2L_variant1	1
gene45177	SKIV2L_variant2	1
gene45531	SKIV2L_variant3	1
gene44434	SKIV2L_variant4	1
gene43725	SKIV2L_variant5	1
gene45880	SKIV2L_variant6	1
gene25334	MARCH9	1
gene8791	SNORD2	2
gene24468	CLEC6A	1
gene30092	LOC642423	1
gene39056	ATF4	1
gene5912	RAPGEF4	1
gene26297	RPSAP54	1
gene6956	RPL31P19	1
gene34222	INO80C	1
gene36342	MIR125A	2
gene22788	OR5F1	1
gene35319	RFXANK	1
gene12403	FAF2	1
gene30600	C16orf96	1
gene37385	ADA	1
gene35079	MIR5684	2
gene15908	RSBN1L	1
gene422	MIR3972	2
gene17458	DCTN6	1
gene6095	TMEM194B	1
gene31469	ENKD1	1
gene11609	RPS3AP21	1
gene10238	MGARP	1
gene34640	ONECUT3	1
gene38465	DGCR11	2
gene32253	MIR744	2
gene17013	VIPR2	1
gene13913	LOC102723918	2
gene8747	FAM131A	1
gene27003	LOC101927284	2
gene9645	PROL1	1
gene33976	SLC25A51P2	1
gene36125	KCNJ14	1
gene38191	MX2	1
gene26798	LOC101926951	2
gene29453	SHF	1
gene14986	ZNF316	1
gene25816	LOC728739	1
gene23560	NDUFC2	1
gene34360	CCDC68	1
gene36371	MIR643	2
gene11191	TRAPPC13	1
gene30790	ACSM5	1
gene34437	PHLPP1	1
gene31222	SIAH1	1
gene16504	COPG2IT1	2
gene9969	gene9969	3
gene40984	MIR105-1	2
gene15625	LOC100128575	2
gene22600	gene22600	3
gene41600	LOC102723443	1
gene25228	BLOC1S1	1
gene22975	STX3	1
gene25303	NXPH4	1
gene24031	SLC37A4	1
gene2135	LOC100505824	2
gene3582	TUBB8P10	1
gene26636	ZC3H13	1
gene13110	GPX6_variant1	1
gene43444	GPX6_variant2	1
gene12388	THOC3	1
gene14941	AP5Z1	1
gene673	PHACTR4	1
gene8438	P2RY13	1
gene11164	LOC100506526	2
gene21975	LOC101927562_variant1	1
gene43815	LOC101927562_variant2	1
gene42362	LOC101927562_variant3	1
gene11096	CCNO	1
gene19358	C9orf64	1
gene2753	RXRG	1
gene18554	LOC101929157	2
gene9629	SULT1E1	1
gene42734	LOC101927846_variant1	2
gene28974	LOC101927846_variant2	2
gene44279	RPL7AP7_variant1	1
gene13227	RPL7AP7_variant2	1
gene45742	RPL7AP7_variant3	1
gene43561	RPL7AP7_variant4	1
gene45047	RPL7AP7_variant5	1
gene41950	RPL7AP7_variant6	1
gene45374	RPL7AP7_variant7	1
gene44725	RPL7AP7_variant8	1
gene36169	CGB7	1
gene20228	C9orf142	1
gene10699	BRD9	1
gene16962	LOC102723686	2
gene30623	NPM1P3	1
gene37379	gene37379	3
gene24181	ACRV1	1
gene17734	NASPP1	1
gene34879	MARCH2	1
gene13060	HIST1H1B	1
gene28681	MIR8071-1_variant1	2
gene42533	MIR8071-1_variant2	2
gene25043	SLC11A2	1
gene7285	NBEAL2	1
gene17133	DEFB106A	1
gene44194	gene44194	3
gene463	PLA2G2F	1
gene35644	TYROBP	1
gene41790	LOC101927097	1
gene13520	TCP11	1
gene27275	OR4K13	1
gene30303	OR4F15	1
gene154	NPHP4	1
gene11160	RPL3P6	1
gene28543	MIR329-2	2
gene1013	MRPS17P1	1
gene22180	OR56A3	1
gene41284	DUX4L17	1
gene42638	IGHV3-32_variant1	4
gene28786	IGHV3-32_variant2	4
gene14765	AIRN	2
gene42587	ADAM6_variant1	1
gene28735	ADAM6_variant2	1
gene30768	LOC100996247	1
gene35674	gene35674	3
gene9516	ARL9	1
gene23449	PDE2A	1
gene26442	LINC00297	2
gene3127	ASPM	1
gene36755	RBCK1	1
gene38507	ZDHHC8	1
gene3352	PLXNA2	1
gene3717	RPS15P2	1
gene16160	ACTL6B	1
gene20364	IL2RA	1
gene548	PNRC2	1
gene27532	LOC102724795	2
gene14205	CD24	1
gene8011	STXBP5L	1
gene1849	DENND2C	1
gene13660	TBCC	1
gene44012	NSF_variant1	1
gene33154	NSF_variant2	1
gene43059	NSF_variant3	1
gene16697	TRBV7-6_variant1	4
gene42155	TRBV7-6_variant2	4
gene25601	CENPCP1	1
gene33311	KIF2B	1
gene25093	KRT73	1
gene3271	NFASC	1
gene1473	CLCA4	1
gene40052	RPL31P63	1
gene23051	SCGB1D1	1
gene16076	SMURF1	1
gene37223	MIR644A	2
gene12522	BTNL8	1
gene5888	ERICH2	1
gene7723	HTR1F	1
gene33337	SCPEP1	1
gene43555	gene43555	3
gene15371	INHBA	1
gene12934	TRNAY12	3
gene9895	RNU6-34P	2
gene40587	MIR766	2
gene12172	SLC36A1	1
gene10846	LOC101929544	2
gene36759	SRXN1	1
gene38113	MEMO1P1	1
gene5941	CHRNA1	1
gene16895	RARRES2	1
gene27712	DNAJC8P1	1
gene42968	C17orf96_variant1	1
gene32808	C17orf96_variant2	1
gene12871	HIST1H1T	1
gene23038	MIR1908	2
gene32409	GRAPL	1
gene37197	CDK5RAP1	1
gene22029	MRGPRG	1
gene20911	PRKG1	1
gene10023	CFI	1
gene17015	PIP5K1P2	1
gene44577	KIR2DL3_variant1	1
gene45625	KIR2DL3_variant2	1
gene44102	KIR2DL3_variant3	1
gene36541	KIR2DL3_variant4	1
gene46046	KIR2DL3_variant5	1
gene44615	KIR2DL3_variant6	1
gene43169	KIR2DL3_variant7	1
gene45992	KIR2DL3_variant8	1
gene43300	KIR2DL3_variant9	1
gene44135	KIR2DL3_variant10	1
gene43376	KIR2DL3_variant11	1
gene44588	KIR2DL3_variant12	1
gene46097	KIR2DL3_variant13	1
gene43346	KIR2DL3_variant14	1
gene44130	KIR2DL3_variant15	1
gene43357	KIR2DL3_variant16	1
gene44115	KIR2DL3_variant17	1
gene43338	KIR2DL3_variant18	1
gene44164	KIR2DL3_variant19	1
